text,created_at,author_id,likes,retweets,replies,text_cleaned,finbert_label,finbert_confidence
"#INJ/USDT SHORT CALL

Entry: $3.397–$3.405  
Leverage: 20x–25x  

Targets:  
TP1: $3.368  
TP2: $3.333  
TP3: $3.299  
TP4: $3.260  
TP5: $3.227  
TP6: $3.189  

SL: $3.591  

Load up traders – this drop can go deep! 📉
#BTC #ETH #SILVER #GOLD  🔗⬇️
https://t.co/bGh8aYaJPK",2026-02-24 01:41:26+00:00,,0,0,0,injusdt short call entry 397405 leverage 20x25x targets tp1 368 tp2 333 tp3 299 tp4 260 tp5 227 tp6 189 sl 591 load up traders this drop can go deep btc eth silver gold,neutral,0.5496947169303894
"NAVI's Best drop on Sui so far. 💧🌊 

🪂 eligible users: @BTC_codex @HultSuzie21980 @Terranrr 
https://t.co/h3YN0pAqHl",2026-02-24 01:41:21+00:00,,0,0,0,navis best drop on sui so far eligible users,neutral,0.36380812525749207
"Seeing people on the TL screaming for bounce on $BTC and going long 

Sure bro we definitely getting a “bounce” you wanna know what it’s gonna be called? 

Dead cat bounce, simply we might bounce from here but it won’t last and definitely won’t be substantial 

60k soon kind",2026-02-24 01:41:16+00:00,,3,0,0,seeing people on the tl screaming for bounce on and going long sure bro we definitely getting a bounce you wanna know what its gonna be called dead cat bounce simply we might bounce from here but it wont last and definitely wont be substantial 60k soon kind,neutral,0.7278006076812744
"NAVI's Best drop on Sui so far. 💧🌊 

🪂 eligible users: @dominik_btc @ZhiZi45796 @brra1ex 
https://t.co/RwQ42E9u0F",2026-02-24 01:41:15+00:00,,0,0,0,navis best drop on sui so far eligible users,neutral,0.36380812525749207
"$btc hanging by a thread at $64k

This might be it … #hodl tight it’s going to $54k - $58k

#crypto https://t.co/UAu0SHQStB",2026-02-24 01:41:12+00:00,,3,0,1,hanging by a thread at this might be it hodl tight its going to crypto,neutral,0.8270859122276306
"Crypto market update 2-23-26 😎👨‍💻📟 
$xrp $btc $eth $xlm #cryptotips https://t.co/jYyzLBIm6a",2026-02-24 01:41:11+00:00,,3,1,0,crypto market update 22326 cryptotips,neutral,0.9313391447067261
"Back into heavy shorts here.

Shorted more $ETH and opened a $HYPE short here.

Even though I said earlier that the current $BTC area looked like a solid potential long zone, right now I’m leaning way more toward adding shorts, looking for an extension of the downside move. https://t.co/HTgFSyLmed",2026-02-24 01:41:02+00:00,,0,0,0,back into heavy shorts here shorted more and opened a short here even though i said earlier that the current area looked like a solid potential long zone right now im leaning way more toward adding shorts looking for an extension of the downside move,positive,0.9205344915390015
"$RPL

TP2: 2.20 ✅

$xrp $btc $fil $icp #iran #usa #2025MAMA #NestleExtremeโคนเจนใหม่ #ZeeNuNew #الاهلي_القادسيه

Join my  group today below 👇
https://t.co/KwI8LuJfcI https://t.co/HA0QprC9Hz",2026-02-24 01:41:00+00:00,,2,1,0,tp2 220 iran usa 2025mama nestleextremeโคนเจนใหม zeenunew الاهلي_القادسيه join my group today below,neutral,0.9203817844390869
"CRYPTO TODAY'S                     

                 #BTC  DOMINANCE 58.0%          
                     #ETH DOMINANCE 10.1%",2026-02-24 01:40:59+00:00,,0,0,0,crypto todays btc dominance 580 eth dominance 101,neutral,0.7956522703170776
Bitcoin slips as IBM selloff lifts tech-crypto… — Knee‑jerk or real move? #BTC #ETH #Crypto #SOLANA https://t.co/dBvAEBu9SP,2026-02-24 01:40:56+00:00,,0,0,0,bitcoin slips as ibm selloff lifts techcrypto kneejerk or real move btc eth crypto solana,negative,0.8736929893493652
Bitcoin $BTC.X https://t.co/z41s1kpv4u,2026-02-24 01:40:53+00:00,,0,0,0,bitcoin x,neutral,0.9404712915420532
"By the way, on the 3D timeframe, it doesn’t look good at the moment.

🤞

#BITCOIN $BTC #BTC #BINANCE https://t.co/uBrPGBpzA9",2026-02-24 01:40:52+00:00,,0,0,0,by the way on the 3d timeframe it doesnt look good at the moment bitcoin btc binance,neutral,0.9230748414993286
can btc -50% in 5 days?,2026-02-24 01:40:50+00:00,,1,0,0,can btc 50 in 5 days,neutral,0.8926418423652649
"ESP buy and hold big Move soon 🤑🚀

$SPY #XRP  $AAPL $BTC $ETH #SILVER #GOLD $ONDO #INDvsPAK 

𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬
👇🏻
https://t.co/zUbviFrqgk https://t.co/zq151005FL",2026-02-24 01:40:47+00:00,,0,0,0,esp buy and hold big move soon xrp silver gold indvspak 𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬,neutral,0.7947894334793091
#Bitcoin Resilience Ladder 🟧 https://t.co/Z6kxChxBDw,2026-02-24 01:40:46+00:00,,103,18,4,bitcoin resilience ladder,positive,0.6466770768165588
"Neil Sanders - The price movements of Bitcoin and gold, both serving as protection against inflation, are often linked and influence investment approaches in uncertain economic times. https://t.co/fSEi6ViJRZ",2026-02-24 01:40:42+00:00,,0,0,1,neil sanders the price movements of bitcoin and gold both serving as protection against inflation are often linked and influence investment approaches in uncertain economic times,neutral,0.8736222982406616
"Suilend's Best drop on Sui so far. 💧🌊 

🪂 eligible users: @obedonchain @SuiVillage @btc_jericho 
https://t.co/AbL2VaOF6M",2026-02-24 01:40:42+00:00,,0,0,0,suilends best drop on sui so far eligible users,negative,0.9499755501747131
"🏆 Top 10 Layer 2 Coins by Market Capitalization

Layer 2s are off-chain vertical scaling solutions that run on top of L1 blockchains

$VEREM $PIPPIN $DOGE $ADA $LGNS $BTC $BCH $FF $RAVE $WMTX $BSU $LOBSTAR $PUNCH $CYS $U $TRUMP $H $BULLA $PUMP $JLP $PPTAI $ASTER $KITE https://t.co/4IKB75jWCf",2026-02-24 01:40:39+00:00,,0,0,0,top 10 layer 2 coins by market capitalization layer 2s are offchain vertical scaling solutions that run on top of l1 blockchains,neutral,0.9384317994117737
"ESP buy and hold big Move soon 🤑🚀

$SPY #XRP  $AAPL $BTC $ETH #SILVER #GOLD $ONDO #INDvsPAK 

𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬
👇🏻
https://t.co/PX7kxLaiw5 https://t.co/GvBi77iNsD",2026-02-24 01:40:37+00:00,,0,0,0,esp buy and hold big move soon xrp silver gold indvspak 𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬,neutral,0.7947894334793091
"Breaking: Bitcoin slips below $64,000 https://t.co/FoHSKyyMIa",2026-02-24 01:40:35+00:00,,0,2,1,breaking bitcoin slips below 000,negative,0.9002660512924194
"1 BTC = $64,423.54
1 ETH = $1,849.69
1 BNB = $600.46
1 SOL = $78.05
1 LINK = $8.29
 INVEST NOW!!
$BTC $ETH $BNB $SOL $LINK #Bitcoin #Crypto #Bull #HODL",2026-02-24 01:40:35+00:00,,0,0,0,1 btc 42354 1 eth 84969 1 bnb 46 1 sol 05 1 link 29 invest now bitcoin crypto bull hodl,neutral,0.8784662485122681
By hitting the button and countdown to 00:00! #BTCButton https://t.co/qc1WPlIi34,2026-02-24 01:40:34+00:00,,0,0,0,by hitting the button and countdown to 0000 btcbutton,neutral,0.943378746509552
"ESP buy and hold big Move soon 🤑🚀

$SPY #XRP  $AAPL $BTC $ETH #SILVER #GOLD $ONDO #INDvsPAK 

𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬
👇🏻
https://t.co/3cG54PTyyH https://t.co/51HSgrsSGY",2026-02-24 01:40:28+00:00,,0,0,0,esp buy and hold big move soon xrp silver gold indvspak 𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬,neutral,0.7947894334793091
"Memecoins should be simple.
$LilyBux is a dog memecoin about Lily.
Born January 3rd, 2009.
The same day Bitcoin began.
Lily = her name.
Bux = currency.
That’s it. https://t.co/9coWLCJ196",2026-02-24 01:40:22+00:00,,6,2,0,memecoins should be simple is a dog memecoin about lily born january 3rd 2009 the same day bitcoin began lily her name bux currency thats it,neutral,0.9338898658752441
"Bitcoin is back at production cost.

Historically, that’s where bottoms tend to form. https://t.co/gPnMJOsJ79",2026-02-24 01:40:12+00:00,,266,25,15,bitcoin is back at production cost historically thats where bottoms tend to form,neutral,0.6345562934875488
"🚨 0x Morning Brief: Ondo Moves to Coinbase, Vitalik Sells ETH, BTC ETFs See Record Outflows

Key crypto market movements and news include Ondo Finance's multi-sig wallet transferring 24.475 million ONDO to Coinbase.  Ethereum co-founder Vitalik Buterin has sold 21,700 ETH,",2026-02-24 01:40:10+00:00,,0,0,0,0x morning brief ondo moves to coinbase vitalik sells eth btc etfs see record outflows key crypto market movements and news include ondo finances multisig wallet transferring 24475 million ondo to coinbase ethereum cofounder vitalik buterin has sold 21700 eth,neutral,0.7901728749275208
"$DEXE
🎯 Target 1: 2.552 ✅
🎯 Target 2: 2.584 ✅
🎯 Target 3: 2.679 ✅

$xrp $btc $fil $icp #iran #usa #2025MAMA #NestleExtremeโคนเจนใหม่ #ZeeNuNew #الاهلي_القادسيه

Join my  group today below 👇
https://t.co/KwI8LuJfcI",2026-02-24 01:40:09+00:00,,2,1,0,target 1 2552 target 2 2584 target 3 2679 iran usa 2025mama nestleextremeโคนเจนใหม zeenunew الاهلي_القادسيه join my group today below,neutral,0.9222279191017151
"Book session and Pay before service !!!!
#hack
    #snaphack #buyingcontent    #monkeyapp      

#telegramlinks 
.
#buysnaphack 
!! 
  #snapchatleak  #crypto    #bitcoin   ฿    #easymoney #purchasesnaphacking.
📥📥📥

https://t.co/b4QiTiTRtK📥📥📥  ^^£3",2026-02-24 01:40:02+00:00,,0,0,0,book session and pay before service hack snaphack buyingcontent monkeyapp telegramlinks buysnaphack snapchatleak crypto bitcoin easymoney purchasesnaphacking 3,neutral,0.9411333799362183
"Indiana lawmakers advance crypto kiosk ban amid surge in scams.

WHAT'S THE DEAL: https://t.co/ZvTW3F8Mtf https://t.co/A5boefThzL",2026-02-24 01:40:01+00:00,,8,1,0,indiana lawmakers advance crypto kiosk ban amid surge in scams whats the deal,negative,0.9015693664550781
"The brain avoids unnecessary complexity.
Beyond by @beyond__tech removes cognitive load by making Bitcoin cross-chain behavior seamless across 70+ chains.
Less thinking leads to faster action.
Faster action leads to repetition.
https://t.co/5EgeYwR85I
post powered by @wallchain",2026-02-24 01:40:00+00:00,,5,0,6,the brain avoids unnecessary complexity beyond by removes cognitive load by making bitcoin crosschain behavior seamless across 70 chains less thinking leads to faster action faster action leads to repetition post powered by,neutral,0.8923092484474182
"‼️ More great results from VIP our team ‼️

And yet another excellent reason for you to bite your elbows! 💪

$SPY #XRP  $AAPL $BTC $ETH #SILVER #GOLD $ONDO #INDvsPAK 

𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬
👇🏻
https://t.co/4oBcSrwjiy https://t.co/eul5VeVKID",2026-02-24 01:39:54+00:00,,0,0,0,more great results from vip our team and yet another excellent reason for you to bite your elbows xrp silver gold indvspak 𝐉𝐨𝐢𝐧 𝐁𝐞𝐥𝐨𝐰 𝐅𝐨𝐫 𝐌𝐨𝐫𝐞 𝐒𝐢𝐠𝐧𝐚𝐥𝐬,positive,0.7294725179672241
"Don’t miss this buying opportunity when Bitcoin drops back down below $50K again… 
#Bitcoin $BTC https://t.co/EvvctKlokz",2026-02-24 01:39:50+00:00,,3,2,0,dont miss this buying opportunity when bitcoin drops back down below again bitcoin,neutral,0.7653860449790955
"Feb 24, 2014. Mt. Gox goes dark. 640,000 BTC. Gone overnight.
11 years later the lesson still stands, not all custody is equal.

At Chain Coop we built the PiggyVest of Bitcoin. 

Set a daily, weekly or monthly Bitcoin savings plan and we automatically withdraw to your vetted https://t.co/UxUlm5ckQx",2026-02-24 01:39:50+00:00,,4,1,0,feb 24 2014 mt gox goes dark 640000 btc gone overnight 11 years later the lesson still stands not all custody is equal at chain coop we built the piggyvest of bitcoin set a daily weekly or monthly bitcoin savings plan and we automatically withdraw to your vetted,neutral,0.9370957016944885
$btc #bitcoin what is happening here? State of the union anticipation? Remarkable price action lately,2026-02-25 01:42:44+00:00,,0,0,0,bitcoin what is happening here state of the union anticipation remarkable price action lately,neutral,0.8907259106636047
#crypto Hey CT who is the best to follow for low MC solana tokens ? #bitcoin,2026-02-25 01:42:39+00:00,,0,0,0,crypto hey ct who is the best to follow for low mc solana tokens bitcoin,neutral,0.9215179085731506
"Today's @CryptotwitsHQ newsletter from @Stocktwits:
👻 Analysts Say 'Capitulation Hasn't Happened Yet,' Which Is Wild Because I Definitely Felt Something Leave My Body 👻

📊 Special deep dive: BTC/S&amp;P 500 divergence just hit an all-time high, surpassing FTX, at 3x the price.",2026-02-25 01:42:38+00:00,,8,2,3,todays newsletter from analysts say capitulation hasnt happened yet which is wild because i definitely felt something leave my body special deep dive btcsampp 500 divergence just hit an alltime high surpassing ftx at 3x the price,positive,0.7755139470100403
"🚨JUST IN: OVER $100MILLION IN #CRYPTO SHORTS LIQUIDATED IN THE PAST HOUR AS $BTC SURGES ABOVE $66K

#crypto https://t.co/FvD3pes5Lb",2026-02-25 01:42:38+00:00,,2,0,2,just in over in crypto shorts liquidated in the past hour as surges above crypto,negative,0.8507249355316162
"Today's @CryptotwitsHQ newsletter from @Stocktwits: 
👻 Analysts Say 'Capitulation Hasn't Happened Yet,' Which Is Wild Because I Definitely Felt Something Leave My Body 👻

📊 Special deep dive: BTC/S&amp;P 500 divergence just hit an all-time high, surpassing FTX, at 3x the price.",2026-02-25 01:42:31+00:00,,2,0,0,todays newsletter from analysts say capitulation hasnt happened yet which is wild because i definitely felt something leave my body special deep dive btcsampp 500 divergence just hit an alltime high surpassing ftx at 3x the price,positive,0.7755139470100403
The daily Jane Street Capital 10:00AM dump is over. $BTC https://t.co/EY2xbpD9aH,2026-02-25 01:42:30+00:00,,3,0,0,the daily jane street capital 1000am dump is over,neutral,0.776835560798645
"State of the Union potential catalysts:

- $BTC national reserve. Remember how much Trump family fortune rides on crypto. Even if nothing happens after, more talk in attempt to pump it?

- Hating on healthcare, as usual with both parties. Negative catalyst. Maybe this is why $UNH",2026-02-25 01:42:29+00:00,,30,1,5,state of the union potential catalysts national reserve remember how much trump family fortune rides on crypto even if nothing happens after more talk in attempt to pump it hating on healthcare as usual with both parties negative catalyst maybe this is why,neutral,0.8686618208885193
"Show me on this diagram where the pump is today? 
$btc https://t.co/ORY97xj91b",2026-02-25 01:42:26+00:00,,7,0,5,show me on this diagram where the pump is today,neutral,0.9396364092826843
"Any news?  

$btc is green 😂 https://t.co/dNk89Kpcxa",2026-02-25 01:42:22+00:00,,11,0,3,any news is green,neutral,0.9387136697769165
"🔴 #BTC surged nearly 2000 price (~3%) ahead of Trump's speech.

✅I multiplied my long positions in BTC and several other coins when BTC reached $63,000. https://t.co/IZi4g4J9kl",2026-02-25 01:42:22+00:00,,0,1,1,btc surged nearly 2000 price 3 ahead of trumps speech i multiplied my long positions in btc and several other coins when btc reached 000,positive,0.5235934257507324
Nice pump on Bitcoin. Not convinced this is anything more than a little short squeeze for now though. Flip that box and the moving averages and we can start talking bullish https://t.co/3pCni6Gfos,2026-02-25 01:42:19+00:00,,1,0,0,nice pump on bitcoin not convinced this is anything more than a little short squeeze for now though flip that box and the moving averages and we can start talking bullish,neutral,0.8723515272140503
"Bitcoin moves higher again, and according to @coinglass_com , it has captured a significant portion of the liquidity positioned above the $65,500 level. 

This area, which previously acted as support, has now turned into resistance after being broken.😗 https://t.co/fKemFaYoiQ",2026-02-25 01:42:17+00:00,,1,0,0,bitcoin moves higher again and according to it has captured a significant portion of the liquidity positioned above the 500 level this area which previously acted as support has now turned into resistance after being broken,positive,0.928027331829071
$BTC is pumping into 🇺🇸 SOTU 👀 https://t.co/O5NlMJyiuz,2026-02-25 01:42:11+00:00,,47,3,2,is pumping into sotu,neutral,0.7932125926017761
"BTC’s energy consumption will turn off eco-conscious investors, shrinking its support base.",2026-02-25 01:42:00+00:00,,0,0,0,btcs energy consumption will turn off ecoconscious investors shrinking its support base,positive,0.4536982774734497
"📊 MARKET IMPACT
Rate hike fears are risk-off catalysts. Historically, RBA tightening cycles correlate with short-term BTC and crypto selloffs as liquidity tightens. AUD pairs on crypto exchanges may see elevated volatility. Watch BTC/AUD spreads and broader altcoin sentiment",2026-02-25 01:41:56+00:00,,1,0,0,market impact rate hike fears are riskoff catalysts historically rba tightening cycles correlate with shortterm btc and crypto selloffs as liquidity tightens aud pairs on crypto exchanges may see elevated volatility watch btcaud spreads and broader altcoin sentiment,negative,0.5636881589889526
"Gold dips for second straight day as Fed rate cut bets fade

Higher for longer rates = stronger dollar pressure on precious metals

The gold standard crowd might want to check Bitcoin's 15 year track record vs fiat debasement https://t.co/ykGjSojtwU",2026-02-25 01:41:55+00:00,,3,1,2,gold dips for second straight day as fed rate cut bets fade higher for longer rates stronger dollar pressure on precious metals the gold standard crowd might want to check bitcoins 15 year track record vs fiat debasement,negative,0.7981858849525452
"NAVI's Best drop on Sui so far. 💧🌊 

🪂 eligible users: @dominik_btc @PengP27067 @JinArabella 
https://t.co/4C8BQSGkSG",2026-02-25 01:41:51+00:00,,0,0,0,navis best drop on sui so far eligible users,neutral,0.36380812525749207
$BTC $ETH Trump always tanks markets after he speaks.  Nobody trust this MFR https://t.co/wAsX7uj2gW,2026-02-25 01:41:46+00:00,,0,0,0,trump always tanks markets after he speaks nobody trust this mfr,neutral,0.9009996652603149
Ethereum’s Double Bottom Signals Bull Opportunity --&gt; https://t.co/pZSqhAGFoK  #crypto #btc #bitcoin #cryptocurrency #blockchain #trading #cryptonews #cryptomarket #cryptotrading #binance #eth #ethereum #flow #optimism #prediction #cryptos ETH’s Double Bottom: Hold the Line or …,2026-02-25 01:41:40+00:00,,0,0,0,ethereums double bottom signals bull opportunity gt crypto btc bitcoin cryptocurrency blockchain trading cryptonews cryptomarket cryptotrading binance eth ethereum flow optimism prediction cryptos eths double bottom hold the line or,neutral,0.9309909343719482
"Bitwise $BITB

🚀 FLOW: 54.31 BTC, $3,501,510
🏦 TOTAL Bitcoin in Trust: 37,508.9 $BTC

BITB holdings are updated 4.5+ hours after the close of trading",2026-02-25 01:41:34+00:00,,0,0,0,bitwise flow 5431 btc 501510 total bitcoin in trust 375089 bitb holdings are updated 45 hours after the close of trading,neutral,0.9337775111198425
"Top Price movements:
Last 5 minutes:
🚀 ETH $1860.36 =&gt; $1906.54 +2.48%
🚀 BTC $64431.29 =&gt; $65788.15 +2.11% https://t.co/UJ3EBGRRiB",2026-02-25 01:41:23+00:00,,0,1,0,top price movements last 5 minutes eth 36 gt 54 248 btc 29 gt 15 211,neutral,0.9059533476829529
"ASX 200 futures up 61 points/0.7%: 9042
AUD +0.01% to US70.57¢
Bitcoin $66,025.75 +2.90%
Dow +0.8%
S&amp;P +0.8%
Nasdaq +1%
VIX -1.46 to 19.55
Gold -1.5% to $US5148.53 an ounce
Silver $88.309 +1.111
Oil -0.1% to $US71.44 a barrel
Iron ore +0.8% to $US96.65 a tonne
#Market #BTC https://t.co/IYb01FqWBs",2026-02-25 01:41:23+00:00,,0,0,0,asx 200 futures up 61 points07 9042 aud 001 to us7057 bitcoin 02575 290 dow 08 sampp 08 nasdaq 1 vix 146 to 1955 gold 15 to 53 an ounce silver 309 1111 oil 01 to 44 a barrel iron ore 08 to 65 a tonne market btc,neutral,0.6993197798728943
"$FARTCOIN is going to make ""I should have bought"" the most painful sentence the bears ever speak. 
#Bitcoin $BTC #Ethereum $ETH #Solana $Sol $XRP #Cardano $ADA #Crypto $BNB #Dogecoin $Doge $Hype $Sui $Link $Pepe $Shib $TRX #CryptoScam https://t.co/bPUTvatXbv",2026-02-25 01:41:22+00:00,,1,0,0,is going to make i should have bought the most painful sentence the bears ever speak bitcoin ethereum solana cardano crypto dogecoin cryptoscam,neutral,0.826011598110199
"My crypto experiences from the past, weren't that good... 
#BTC #ETH #XRP #SOL #BNB #ADA #DOGE #LINK #DOT #ONDO #AVAX #LINK #UNI #SUI #APT #ZEC #TRX #NEAR #TAO #ASTER #XPL
Bitcoin🔜🔙🆙2️⃣the🔝💪2️⃣?",2026-02-25 01:41:14+00:00,,0,0,0,my crypto experiences from the past werent that good btc eth xrp sol bnb ada doge link dot ondo avax link uni sui apt zec trx near tao aster xpl bitcoin2the2,neutral,0.76544189453125
"why #BTC pumping out of nowhere, another dead cat bounce or what?
That cheap call skew giving good gamma on the upside.
Let's see where it goes",2026-02-25 01:41:11+00:00,,1,0,1,why btc pumping out of nowhere another dead cat bounce or what that cheap call skew giving good gamma on the upside lets see where it goes,neutral,0.8932806253433228
"$BTC looking good here 

#Bitcoin https://t.co/0YkPuTcdWU",2026-02-25 01:41:09+00:00,,2,0,0,looking good here bitcoin,positive,0.5577276945114136
"🟢  Green god candles loading...

$BTC #Bitcoin #CryptoMarkets https://t.co/nzJDEYk9Qt",2026-02-25 01:41:07+00:00,,10,1,1,green god candles loading bitcoin cryptomarkets,neutral,0.8703110814094543
"16 years ago today, Satoshi Nakamoto unveiled the iconic Bitcoin logo for the first time. https://t.co/U1Py4kkZ59",2026-02-25 01:41:06+00:00,,0,0,0,16 years ago today satoshi nakamoto unveiled the iconic bitcoin logo for the first time,neutral,0.8432866334915161
"This is commitment: ""I sold my apartment in Shanghai to buy Bitcoin."" @cz_binance 💪

Going all in on the @theallinpod w/ @chamath https://t.co/7ugRjf8MEf",2026-02-25 01:41:00+00:00,,1,0,0,this is commitment i sold my apartment in shanghai to buy bitcoin going all in on the w,neutral,0.9291877150535583
"NAVI's Best drop on Sui so far. 💧🌊 

🪂 eligible users: @aroboze @Keyshanathan @BTC__Sunny 
https://t.co/M7aKoDzZhU",2026-02-25 01:40:58+00:00,,0,0,0,navis best drop on sui so far eligible users,neutral,0.36380812525749207
"Still hard to believe I kind of still have no ideal what I'm doing... Couldn't even figure out Microsoft teams the other day lmao! here we are building websites and group moderation telegram bots 🤣 

#HBAR #xrpl #eth #sol #btc 

https://t.co/61yMLjHXjn https://t.co/UEUdf0871N",2026-02-25 01:40:47+00:00,,1,0,0,still hard to believe i kind of still have no ideal what im doing couldnt even figure out microsoft teams the other day lmao here we are building websites and group moderation telegram bots hbar xrpl eth sol btc,neutral,0.9306172132492065
"🎰 EVENING 0DTE — BTC $66,133 | Feb 25 expiry

🟢 Calls (bet on pump):
$69K: $10.80 → 71x on 5% rally
$68K: $20 → 71x on 5% rally
$67.5K: $36 → 54x on 5% rally

🔴 Puts (bet on dump):
$63K: $5.90 → 29x on 5% drop
$64K: $19.60 → 60x on 5% drop

BTC just ripped 3%. Pick your",2026-02-25 01:40:45+00:00,,0,0,2,evening 0dte btc 133 feb 25 expiry calls bet on pump 80 71x on 5 rally 71x on 5 rally 5k 54x on 5 rally puts bet on dump 90 29x on 5 drop 60 60x on 5 drop btc just ripped 3 pick your,neutral,0.9213769435882568
"1 BTC = $66,114.42
1 ETH = $1,915.24
1 BNB = $597.91
1 SOL = $82.05
1 LINK = $8.55
 INVEST NOW!!
$BTC $ETH $BNB $SOL $LINK #Bitcoin #Crypto #Bull #HODL",2026-02-25 01:40:35+00:00,,0,0,0,1 btc 11442 1 eth 91524 1 bnb 91 1 sol 05 1 link 55 invest now bitcoin crypto bull hodl,neutral,0.8531367778778076
Everybody calm down. #Bitcoin https://t.co/YgdP7crl58,2026-02-25 01:40:33+00:00,,240,13,25,everybody calm down bitcoin,neutral,0.7765898108482361
"NAVI's Best drop on Sui so far. 💧🌊 

🪂 eligible users: @Bigtree_btc @emmanuelpr97917 @Mar1930268 
https://t.co/oM0RnfrB46",2026-02-25 01:40:33+00:00,,0,0,0,navis best drop on sui so far eligible users,neutral,0.36380812525749207
whales are absolutely playing games right now lol............................. #btc https://t.co/3YzVezYNA5,2026-02-25 01:40:26+00:00,,1,0,1,whales are absolutely playing games right now lol btc,neutral,0.9222404956817627
"KCEX launches ""Similar K-Line""!
BTC/ETH supported on 1h, 4h, 8h, 1d. Compare history, find trends fast.
Join KCEX with invite code 3104OZ, enjoy low fees",2026-02-25 01:40:17+00:00,,0,0,0,kcex launches similar kline btceth supported on 1h 4h 8h 1d compare history find trends fast join kcex with invite code 3104oz enjoy low fees,neutral,0.6466083526611328
"FYI I made zero progress with time cycles (been busy) so please don't ask me WHEN my POIs will hit.
Even I want to know when 😆
$BTC",2026-02-25 01:40:11+00:00,,34,0,3,fyi i made zero progress with time cycles been busy so please dont ask me when my pois will hit even i want to know when,neutral,0.4926561415195465
"📈 We are sooo back

1 BTC = $66,129 (+3.1%)",2026-02-25 01:40:07+00:00,,1,0,0,we are sooo back 1 btc 129 31,neutral,0.7664819359779358
"Notice how the media works.

A couple of months ago, Bitcoin was at an all-time high. Headlines screaming “$1 million.” Bears were silent. Everyone felt the FOMO. “It’s too expensive to buy.” They prayed for a pullback just to get in.

Fast forward to now. The media hates https://t.co/Lm75Ylewwb",2026-02-25 01:40:07+00:00,,1,0,1,notice how the media works a couple of months ago bitcoin was at an alltime high headlines screaming million bears were silent everyone felt the fomo its too expensive to buy they prayed for a pullback just to get in fast forward to now the media hates,neutral,0.7698763608932495
"🎯 $TRX CALL | +3.0% Target

📍 Entry: 0.2835

🎯 Targets:
TP1: 0.2843 (+0.28%) 🎯
TP2: 0.2852 (+0.60%) 🎯
TP3: 0.2877 (+1.48%) 🎯
TP4: 0.292 (+3.00%) 🎯

⛔ Stop Loss: 0.2816 (-0.67%)
💰 Potential: +3.00% (Spot)
📊 More Calls → https://t.co/Zlv9ScP1OX

#TRX #Crypto #Bitcoin",2026-02-25 01:40:06+00:00,,0,0,0,call 30 target entry 02835 targets tp1 02843 028 tp2 02852 060 tp3 02877 148 tp4 0292 300 stop loss 02816 067 potential 300 spot more calls trx crypto bitcoin,neutral,0.9042555689811707
"BTC about to break! 🔨 Get positioned today. DM me 📍
#Crypto #Bitcoin #BTC #Ethereum #ETH #Crypto #Solana #SOL #Blockchain #Stocks #Trading #Forex #ForexTrading
#XAUUSD #Gold #Silver #Oil https://t.co/r5alqt6j7L",2026-02-25 01:40:00+00:00,,0,0,0,btc about to break get positioned today dm me crypto bitcoin btc ethereum eth crypto solana sol blockchain stocks trading forex forextrading xauusd gold silver oil,neutral,0.8955047130584717
"🧱 No need for expensive machines anymore — Bitcell is revolutionizing Bitcoin mining!
  
  ⚡️ You can now mine Bitcoin from your mobile phone with @bitcell_app in just ONE click!

🔋 I just mined 12.00 $BTCL!

👉 Start mining now at https://t.co/IZFLIbfKkv",2026-02-25 01:39:59+00:00,,0,0,0,no need for expensive machines anymore bitcell is revolutionizing bitcoin mining you can now mine bitcoin from your mobile phone with in just one click i just mined 1200 start mining now at,neutral,0.9016282558441162
"🔔🔥🔥Market is bouncing🔝🔝
#BTC #ETH https://t.co/ey7ahuTOn8",2026-02-25 01:39:59+00:00,,0,0,0,market is bouncing btc eth,neutral,0.8744223117828369
What are people going to say when BTC starts moving up again? All the bottom sellers. What are they going to say?,2026-02-25 01:39:50+00:00,,1,0,0,what are people going to say when btc starts moving up again all the bottom sellers what are they going to say,neutral,0.9250954389572144
